Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_mf	GOMF_TRANSCRIPTION_COREGULATOR_BINDING	106	11	1.10E-06	0.000388117	RUNX3:PHF1:NEK6:GATA3:STAT6:RORA:SMAD3:MED1:NR1D1:RARA:SMAD4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOMF_TRANSCRIPTION_COREGULATOR_BINDING
GO_mf	GOMF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	1175	41	2.63E-06	0.000763476	RUNX3:RORC:POU2F1:BATF3:ZBTB38:MECOM:KLF3:IRF1:SOX30:HIVEP1:ZNF322:ZKSCAN8:ZSCAN31:ZKSCAN3:ZSCAN12:ZSCAN23:ZNF76:BACH2:HIVEP2:IKZF1:GATA3:MYRF:OVOL1:STAT6:RORA:SMAD3:NEUROD2:IKZF3:THRA:NR1D1:RARA:STAT5B:MLX:ZNF652:SMAD4:KLF2:SIX5:FOXA3:ZNF217:ZGPAT:TEF	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOMF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY
GO_mf	GOMF_TRANSCRIPTION_COACTIVATOR_BINDING	40	7	3.02E-06	0.000763476	GATA3:STAT6:RORA:SMAD3:MED1:RARA:SMAD4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOMF_TRANSCRIPTION_COACTIVATOR_BINDING
GO_mf	GOMF_SEQUENCE_SPECIFIC_DNA_BINDING	1509	47	9.93E-06	0.002199051	RERE:RUNX3:RORC:POU2F1:BATF3:HSPD1:ZBTB38:MECOM:KLF3:IRF1:RAD50:SOX30:HIVEP1:ZNF322:ZKSCAN8:PGBD1:ZSCAN31:ZKSCAN3:ZSCAN12:ZSCAN23:ZNF76:BACH2:HIVEP2:IKZF1:MAF1:GATA3:MYRF:OVOL1:STAT6:RORA:SMAD3:NEUROD2:IKZF3:THRA:NR1D1:RARA:STAT5B:MLX:SMAD4:BCL2:KLF2:SIX5:FOXA3:ZNF217:ZGPAT:TEF:XRCC6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOMF_SEQUENCE_SPECIFIC_DNA_BINDING
GO_mf	GOMF_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING	1219	39	3.34E-05	0.006569121	RUNX3:RORC:POU2F1:BATF3:ZBTB38:MECOM:KLF3:IRF1:SOX30:HIVEP1:ZNF322:ZKSCAN8:ZSCAN31:ZKSCAN3:ZSCAN12:ZSCAN23:ZNF76:BACH2:HIVEP2:IKZF1:GATA3:OVOL1:STAT6:RORA:SMAD3:NEUROD2:IKZF3:THRA:NR1D1:RARA:STAT5B:MLX:SMAD4:KLF2:SIX5:FOXA3:ZNF217:ZGPAT:TEF	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOMF_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING
GO_mf	GOMF_NADPLUS_NUCLEOSIDASE_ACTIVITY	16	4	0.000101001	0.017897318	IL1RL1:IL18R1:IL18RAP:TLR1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOMF_NADPLUS_NUCLEOSIDASE_ACTIVITY
GO_bp	GOBP_MONONUCLEAR_CELL_DIFFERENTIATION	463	32	4.74E-12	2.11E-08	RUNX3:RORC:TNFSF4:PTPRC:BATF3:ITPKB:IL18R1:PLCL2:IL21:IL7R:CAMK4:CSF2:IRF1:IL4:NDFIP1:ATG5:THEMIS:ITGB8:IL6:IKZF1:IL2RA:GATA3:STAT6:RORA:IL4R:MED1:ERBB2:IKZF3:RARA:STAT5B:BCL2:XRCC6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MONONUCLEAR_CELL_DIFFERENTIATION
GO_bp	GOBP_CELL_ACTIVATION	1059	50	8.05E-12	2.11E-08	RUNX3:SNX27:RORC:TNFSF4:PTPRC:BATF3:ITPKB:IL1RL1:IL18R1:IL18RAP:DPP4:HSPD1:PLCL2:TLR1:IL21:IL7R:CAMK4:CSF2:IRF1:IL13:IL4:NDFIP1:HFE:ATG5:THEMIS:TNFAIP3:ITGB8:IL6:IKZF1:IL33:IL2RA:GATA3:LRRC32:STAT6:LRP1:RORA:SMAD3:IL4R:IL21R:NOD2:ERBB2:IKZF3:NR1D1:RARA:STAT5B:PHB:SMAD4:BCL2:XRCC6:WBP2NL	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_ACTIVATION
GO_bp	GOBP_LEUKOCYTE_DIFFERENTIATION	591	36	8.15E-12	2.11E-08	RUNX3:RORC:TNFSF4:PTPRC:BATF3:ITPKB:IL1RL1:IL18R1:PLCL2:IL21:IL7R:CAMK4:CSF2:IRF1:IL4:NDFIP1:ATG5:THEMIS:ITGB8:IL6:IKZF1:IL33:IL2RA:GATA3:STAT6:RORA:IL4R:MED1:ERBB2:IKZF3:CSF3:RARA:STAT5B:BCL2:TOB2:XRCC6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_LEUKOCYTE_DIFFERENTIATION
GO_bp	GOBP_ALPHA_BETA_T_CELL_ACTIVATION	166	19	2.46E-11	4.78E-08	RUNX3:RORC:TNFSF4:PTPRC:ITPKB:IL18R1:IL21:IRF1:IL4:NDFIP1:HFE:IL6:IL2RA:GATA3:STAT6:RORA:IL4R:RARA:BCL2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_ALPHA_BETA_T_CELL_ACTIVATION
GO_bp	GOBP_HEMOPOIESIS	896	44	4.63E-11	7.18E-08	RUNX3:HIST2H4A:HIST2H4B:RORC:TNFSF4:PTPRC:BATF3:ITPKB:IL1RL1:IL18R1:PLCL2:MECOM:KLF3:IL21:IL7R:CAMK4:IL3:CSF2:IRF1:IL4:NDFIP1:HIST1H4A:HIST1H4B:HIST1H4C:HIST1H4D:HIST1H4E:HIST1H4F:HIST1H4H:HIST1H4I:HIST1H4J:HIST1H4K:HIST1H4L:ATG5:THEMIS:ITGB8:IL6:IKZF1:IL33:IL2RA:GATA3:HIST4H4:STAT6:RCOR1:RORA:IL4R:MED1:ERBB2:IKZF3:CSF3:THRA:RARA:STAT5B:BCL2:KLF2:TOB2:XRCC6:CCDC134	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_HEMOPOIESIS
GO_bp	GOBP_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	33	10	6.56E-11	7.89E-08	TNFSF4:IL4:NDFIP1:IL6:IL33:GATA3:STAT6:IL4R:NOD2:RARA	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE
GO_bp	GOBP_T_CELL_DIFFERENTIATION	292	24	7.12E-11	7.89E-08	RUNX3:RORC:TNFSF4:PTPRC:ITPKB:IL18R1:IL21:IL7R:CAMK4:IRF1:IL4:ATG5:THEMIS:IL6:IL2RA:GATA3:STAT6:RORA:IL4R:ERBB2:IKZF3:RARA:STAT5B:BCL2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_T_CELL_DIFFERENTIATION
GO_bp	GOBP_LYMPHOCYTE_ACTIVATION	753	39	1.37E-10	1.31E-07	RUNX3:SNX27:RORC:TNFSF4:PTPRC:ITPKB:IL18R1:DPP4:HSPD1:PLCL2:IL21:IL7R:CAMK4:IRF1:IL13:IL4:NDFIP1:HFE:ATG5:THEMIS:TNFAIP3:IL6:IKZF1:IL2RA:GATA3:LRRC32:STAT6:RORA:SMAD3:IL4R:IL21R:NOD2:ERBB2:IKZF3:RARA:STAT5B:PHB:BCL2:XRCC6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_LYMPHOCYTE_ACTIVATION
GO_bp	GOBP_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	18	8	1.53E-10	1.31E-07	TNFSF4:IL4:IL6:IL33:GATA3:IL4R:NOD2:RARA	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE
GO_bp	GOBP_TYPE_2_IMMUNE_RESPONSE	39	10	4.14E-10	3.09E-07	TNFSF4:IL4:NDFIP1:IL6:IL33:GATA3:STAT6:IL4R:NOD2:RARA	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_TYPE_2_IMMUNE_RESPONSE
GO_bp	GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION	114	15	4.38E-10	3.09E-07	RUNX3:RORC:TNFSF4:ITPKB:IL18R1:IL21:IRF1:IL4:IL6:GATA3:STAT6:RORA:IL4R:RARA:BCL2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION
GO_bp	GOBP_T_CELL_ACTIVATION	532	31	7.24E-10	4.67E-07	RUNX3:RORC:TNFSF4:PTPRC:ITPKB:IL18R1:DPP4:HSPD1:IL21:IL7R:CAMK4:IRF1:IL4:NDFIP1:HFE:ATG5:THEMIS:IL6:IL2RA:GATA3:LRRC32:STAT6:RORA:SMAD3:IL4R:NOD2:ERBB2:IKZF3:RARA:STAT5B:BCL2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_T_CELL_ACTIVATION
GO_bp	GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	184	18	1.10E-09	6.59E-07	TNFSF4:PTPRC:IL18R1:IL21:CAMK4:IL13:IL4:NDFIP1:HFE:ATG5:IL6:IL33:GATA3:STAT6:IL4R:NOD2:ZPBP2:PHB	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
GO_bp	GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	1468	56	1.38E-09	7.65E-07	RERE:PEX14:RUNX3:RORC:POU2F1:TNFSF4:BATF3:LBH:FAM208A:ZBTB38:MECOM:KLF3:CSF2:IRF1:RAD50:IL4:NDFIP1:SOX30:HIVEP1:HIST1H1T:HIST1H1B:ZKSCAN3:BACH2:SCAF8:IL6:JAZF1:IKZF1:MAF1:IL33:GATA3:OVOL1:ACTN3:CRYAB:CDK2:STAT6:SETD8:RCOR1:RTF1:SMAD3:RMI2:KDM8:MED1:THRA:NR1D1:RARA:MLX:HEXIM1:PHB:SMAD4:KLF2:SIX5:ZNF217:RTEL1:ZGPAT:TOB2:XRCC6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS
GO_bp	GOBP_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	74	12	2.15E-09	1.11E-06	TNFSF4:PTPRC:IL21:IL13:IL4:NDFIP1:IL6:IL33:STAT6:IL4R:ZPBP2:PHB	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION
GO_bp	GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	109	14	2.32E-09	1.12E-06	RUNX3:RORC:TNFSF4:IL18R1:IL21:IL4:NDFIP1:IL6:IL2RA:GATA3:STAT6:RORA:IL4R:RARA	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION
GO_bp	GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	293	22	2.45E-09	1.12E-06	RORC:TNFSF4:PTPRC:IL1RL1:IL18R1:HSPD1:IL7R:IL4:NDFIP1:HFE:BTN3A3:BACH2:TNFAIP3:IL6:IL33:GATA3:STAT6:RORA:IL4R:IL21R:NOD2:PHB	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS
GO_bp	GOBP_REGULATION_OF_IMMUNE_RESPONSE	810	38	3.74E-09	1.61E-06	TNFSF4:PTPRC:IL1RL1:IL18R1:IL18RAP:HSPD1:WDFY1:PLCL2:TLR1:IL21:IL7R:IRF1:IL13:IL4:NDFIP1:HFE:BTN3A3:BTN2A1:ATG5:THEMIS:TNFAIP3:IL6:IL33:GATA3:STAT6:SPPL3:SMAD3:FURIN:IL4R:NOD2:MED1:NR1D1:RARA:STAT5B:HEXIM1:PHB:BCL2:XRCC6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_IMMUNE_RESPONSE
GO_bp	GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	1401	53	5.37E-09	2.19E-06	RUNX3:HIST2H4A:HIST2H4B:TNFSF4:PTPRC:ADORA1:ITPKB:IL1RL1:IL18R1:IL18RAP:DPP4:HSPD1:WDFY1:PLCL2:TLR1:IL21:IL7R:CAMK4:IRF1:IL13:IL4:NDFIP1:HIST1H4A:HIST1H4B:HFE:HIST1H4C:HIST1H4D:HIST1H4E:HIST1H4F:HIST1H4H:BTN3A3:BTN2A1:HIST1H4I:HIST1H4J:HIST1H4K:HIST1H4L:ATG5:THEMIS:TNFAIP3:IL6:IL33:IL2RA:GATA3:LRRC32:HIST4H4:STAT6:SPPL3:RCOR1:RORA:SMAD3:FURIN:IL4R:NOD2:MED1:ERBB2:IKZF3:ZPBP2:CSF3:NR1D1:RARA:STAT5B:HEXIM1:PHB:BCL2:TOB2:XRCC6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS
GO_bp	GOBP_NEGATIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS	1244	49	6.04E-09	2.34E-06	RERE:PEX14:RUNX3:RORC:POU2F1:TNFSF4:BATF3:LBH:FAM208A:ZBTB38:MECOM:KLF3:CSF2:IRF1:IL4:SOX30:HIVEP1:HIST1H1B:ZKSCAN3:BACH2:SCAF8:JAZF1:IKZF1:MAF1:IL33:GATA3:OVOL1:CRYAB:CDK2:STAT6:SETD8:RCOR1:RTF1:SMAD3:KDM8:MED1:THRA:NR1D1:RARA:MLX:HEXIM1:PHB:SMAD4:KLF2:SIX5:ZNF217:ZGPAT:TOB2:XRCC6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS
GO_bp	GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION	487	28	6.63E-09	2.45E-06	RUNX3:TNFSF4:PTPRC:ITPKB:DPP4:HSPD1:IL21:IL7R:CAMK4:IRF1:IL13:IL4:NDFIP1:HFE:TNFAIP3:IL6:IL2RA:GATA3:LRRC32:STAT6:IL4R:NOD2:ERBB2:IKZF3:RARA:STAT5B:BCL2:XRCC6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION
GO_bp	GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	231	19	6.94E-09	2.45E-06	TNFSF4:PTPRC:IL18R1:HSPD1:IL21:CAMK4:IL13:IL4:NDFIP1:HFE:ATG5:IL6:IL33:GATA3:STAT6:IL4R:NOD2:ZPBP2:PHB	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
GO_bp	GOBP_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	52	10	8.55E-09	2.88E-06	TNFSF4:PTPRC:IL21:IL13:IL4:IL6:IL33:STAT6:IL4R:PHB	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION
GO_bp	GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	84	12	9.57E-09	3.09E-06	RUNX3:RORC:TNFSF4:IL18R1:IL21:IL4:IL6:GATA3:STAT6:RORA:IL4R:RARA	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION
GO_bp	GOBP_REGULATION_OF_CELL_ACTIVATION	635	32	1.29E-08	4.00E-06	RUNX3:TNFSF4:PTPRC:ITPKB:IL1RL1:DPP4:HSPD1:IL21:IL7R:CAMK4:IRF1:IL13:IL4:NDFIP1:HFE:TNFAIP3:IL6:IL33:IL2RA:GATA3:LRRC32:STAT6:RORA:IL4R:NOD2:ERBB2:IKZF3:NR1D1:RARA:STAT5B:BCL2:XRCC6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_CELL_ACTIVATION
GO_bp	GOBP_DNA_RECOMBINATION	322	22	1.38E-08	4.11E-06	TNFSF4:PTPRC:HSPD1:RUVBL1:IL7R:RAD50:IL4:NDFIP1:HIST1H1T:HIST1H1B:ZNF365:FEN1:MUS81:STAT6:RAD51B:RAD51:INO80:RMI2:NSMCE1:PSMC3IP:RTEL1:XRCC6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_DNA_RECOMBINATION
GO_bp	GOBP_CYTOKINE_PRODUCTION	818	37	1.58E-08	4.54E-06	DARC:TNFSF4:PTPRC:IL1RL1:IL18R1:HSPD1:MIR28:TLR1:IL21:CAMK4:CSF2:IRF1:IL13:IL4:NDFIP1:HFE:BTN3A3:BTN2A1:ATG5:TNFAIP3:ITGB8:IL6:IL33:GATA3:LRRC32:HDAC7:RORA:SMAD3:FURIN:IL4R:NOD2:RARA:STAT5B:PHB:SMAD4:SERPINB7:KLF2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CYTOKINE_PRODUCTION
GO_bp	GOBP_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	645	32	1.86E-08	5.16E-06	TNFSF4:PTPRC:IL18R1:IL18RAP:HSPD1:WDFY1:PLCL2:TLR1:IL21:IRF1:IL13:IL4:HFE:BTN3A3:BTN2A1:THEMIS:TNFAIP3:IL6:IL33:GATA3:STAT6:SPPL3:IL4R:NOD2:MED1:NR1D1:RARA:STAT5B:HEXIM1:PHB:BCL2:XRCC6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE
GO_bp	GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	196	17	1.98E-08	5.29E-06	TNFSF4:PTPRC:IL1RL1:IL18R1:HSPD1:IL7R:IRF1:IL4:NDFIP1:HFE:TNFAIP3:IL6:IL33:GATA3:STAT6:IL4R:NOD2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE
GO_bp	GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	131	14	2.58E-08	6.66E-06	TNFSF4:PTPRC:IL18R1:IL21:CAMK4:IL13:IL4:IL6:IL33:GATA3:STAT6:IL4R:NOD2:PHB	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
GO_bp	GOBP_REGULATION_OF_DNA_RECOMBINATION	132	14	2.84E-08	7.11E-06	TNFSF4:PTPRC:RUVBL1:IL7R:RAD50:IL4:NDFIP1:HIST1H1T:HIST1H1B:ZNF365:STAT6:RAD51:RMI2:RTEL1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_DNA_RECOMBINATION
GO_bp	GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	59	10	3.08E-08	7.22E-06	TNFSF4:PTPRC:IL1RL1:IL7R:IL4:NDFIP1:HFE:IL33:IL4R:NOD2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE
GO_bp	GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION	59	10	3.08E-08	7.22E-06	PTPRC:IL1RL1:HSPD1:IL13:IL4:IL6:IL33:RORA:IL4R:NR1D1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION
GO_bp	GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE	76	11	3.46E-08	7.89E-06	RORC:TNFSF4:IL18R1:IL21:IL4:IL6:GATA3:STAT6:RORA:IL4R:RARA	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE
GO_bp	GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	371	23	3.92E-08	8.67E-06	TNFSF4:PTPRC:IL18R1:IL18RAP:HSPD1:IL21:IL7R:CAMK4:IL13:IL4:NDFIP1:HFE:ATG5:IL6:IL33:GATA3:STAT6:IL4R:NOD2:ZPBP2:RARA:STAT5B:PHB	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS
GO_bp	GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	465	26	4.08E-08	8.70E-06	RUNX3:TNFSF4:PTPRC:ADORA1:IL1RL1:DPP4:PLCL2:IL7R:IRF1:IL4:NDFIP1:HFE:ATG5:TNFAIP3:IL33:IL2RA:LRRC32:STAT6:FURIN:IL4R:NOD2:ERBB2:ZPBP2:NR1D1:RARA:TOB2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS
GO_bp	GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	258	19	4.15E-08	8.70E-06	TNFSF4:PTPRC:IL18R1:IL18RAP:HSPD1:IL21:CAMK4:IL13:IL4:HFE:IL6:IL33:GATA3:STAT6:IL4R:NOD2:RARA:STAT5B:PHB	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS
GO_bp	GOBP_ADAPTIVE_IMMUNE_RESPONSE	436	25	4.60E-08	9.38E-06	RORC:TNFSF4:PTPRC:IL1RL1:IL18R1:HSPD1:IL7R:CAMK4:IRF1:IL4:NDFIP1:HFE:BTN3A3:BACH2:THEMIS:TNFAIP3:IL6:IL33:GATA3:STAT6:RORA:IL4R:IL21R:NOD2:PHB	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_ADAPTIVE_IMMUNE_RESPONSE
GO_bp	GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	208	17	4.77E-08	9.47E-06	RUNX3:TNFSF4:PTPRC:ITPKB:IL7R:CAMK4:IRF1:IL4:NDFIP1:IL2RA:GATA3:IL4R:ERBB2:IKZF3:RARA:STAT5B:XRCC6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION
GO_bp	GOBP_NEGATIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS	1628	56	5.11E-08	9.90E-06	RERE:PEX14:RUNX3:RORC:POU2F1:TNFSF4:BATF3:LBH:FAM208A:ZBTB38:MECOM:MIR28:KLF3:CSF2:IRF1:IL4:SOX30:HIVEP1:HIST1H1B:ZKSCAN3:BACH2:ZC3H12D:SCAF8:IL6:JAZF1:IKZF1:MAF1:IL33:GATA3:OVOL1:CRYAB:DDX6:CDK2:STAT6:SETD8:RCOR1:RTF1:SMAD3:KDM8:MED1:GRB7:ORMDL3:THRA:NR1D1:RARA:MLX:HEXIM1:PHB:UNK:SMAD4:KLF2:SIX5:ZNF217:ZGPAT:TOB2:XRCC6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS
GO_bp	GOBP_IMMUNOGLOBULIN_PRODUCTION	118	13	5.66E-08	1.07E-05	TNFSF4:PTPRC:HSPD1:IL21:IL13:IL4:NDFIP1:IL6:IL33:STAT6:IL4R:ZPBP2:PHB	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_IMMUNOGLOBULIN_PRODUCTION
GO_bp	GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	238	18	6.31E-08	1.17E-05	TNFSF4:PTPRC:IL18R1:IL18RAP:HSPD1:IL21:IL7R:CAMK4:IL13:IL4:NDFIP1:HFE:IL6:GATA3:STAT6:IL4R:NOD2:STAT5B	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY
GO_bp	GOBP_IMMUNE_EFFECTOR_PROCESS	611	30	6.62E-08	1.19E-05	RORC:TNFSF4:PTPRC:IL18R1:IL18RAP:HSPD1:PLCL2:IL21:IL7R:CAMK4:IL13:IL4:NDFIP1:HFE:BTN3A3:ATG5:IL6:IL33:GATA3:RP11-574K11.31:NDST2:STAT6:LRP1:RORA:IL4R:IL21R:NOD2:ZPBP2:RARA:STAT5B:PHB	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_IMMUNE_EFFECTOR_PROCESS
GO_bp	GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	120	13	6.92E-08	1.22E-05	TNFSF4:PTPRC:IL18R1:IL18RAP:HSPD1:IL21:IL4:HFE:IL6:GATA3:STAT6:NOD2:STAT5B	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY
GO_bp	GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	142	14	7.21E-08	1.24E-05	TNFSF4:PTPRC:IL18R1:IL18RAP:HSPD1:IL21:CAMK4:IL4:HFE:IL6:GATA3:STAT6:NOD2:STAT5B	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY
GO_bp	GOBP_REGULATION_OF_T_CELL_ACTIVATION	364	22	1.21E-07	2.02E-05	RUNX3:TNFSF4:PTPRC:ITPKB:DPP4:HSPD1:IL21:IL7R:CAMK4:IRF1:IL4:NDFIP1:HFE:IL6:IL2RA:GATA3:LRRC32:IL4R:NOD2:ERBB2:RARA:STAT5B	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_T_CELL_ACTIVATION
GO_bp	GOBP_MACROPHAGE_ACTIVATION	105	12	1.22E-07	2.02E-05	PTPRC:IL1RL1:HSPD1:TLR1:CSF2:IL13:IL4:IL6:IL33:RORA:IL4R:NR1D1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MACROPHAGE_ACTIVATION
